,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
MN729618.1,MN729618.1,2739248.0,Ginkgo biloba tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[3311],['Ginkgo biloba'],Viridiplantae,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Biota,Biota,Viridiplantae,,Viridiplantae
MN728813.1,MN728813.1,2739385.0,Zizania latifolia tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[58934],['Zizania latifolia'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zizania,Biota,Biota,Viridiplantae,,Viridiplantae
MN728812.1,MN728812.1,2739383.0,Brassica caulorapa tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[109379],['Brassica oleracea var. gongylodes'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Biota,Biota,Viridiplantae,,Viridiplantae
MN723595.1,MN723595.1,2739377.0,Hydrocotyle vulgaris tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[82091],['Hydrocotyle vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Biota,Biota,Viridiplantae,,Viridiplantae
MN735453.1,MN735453.1,2740140.0,Forsythia suspensa tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[126418],['Forsythia suspensa'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Forsythia,Biota,Biota,Viridiplantae,,Viridiplantae
MN735452.1,MN735452.1,2740140.0,Forsythia suspensa tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[126418],['Forsythia suspensa'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Forsythia,Biota,Biota,Viridiplantae,,Viridiplantae
MN735450.1,MN735450.1,2740140.0,Forsythia suspensa tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[126418],['Forsythia suspensa'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Forsythia,Biota,Biota,Viridiplantae,,Viridiplantae
MN581046.1,MN581046.1,2739640.0,Ginger chlorotic fleck-associated tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[94328],['Zingiber officinale'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Biota,Biota,Viridiplantae,,Viridiplantae
MN814309.1,MN814309.1,2738913.0,Forsythia suspensa luteo-like virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Unclassified,Unclassified,[126418],['Forsythia suspensa'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Forsythia,Biota,Biota,Viridiplantae,,Viridiplantae
MN814311.1,MN814311.1,2738912.0,Kummerowia striata luteovirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[466223],['Kummerowia striata'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Kummerowia,Biota,Biota,Viridiplantae,,Viridiplantae
MN128939.1,MN128939.1,2169985.0,Barley yellow dwarf virus PAS,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
MK130864.1,MK130864.1,578361.0,Soybean yellow mottle mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Gammacarmovirus,[3847],['Glycine max'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Biota,Biota,Viridiplantae,,Viridiplantae
MK491604.1,MK491604.1,12138.0,Maize chlorotic mottle virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Machlomovirus,[4577],['Zea mays'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
MK604923.1,MK604923.1,11987.0,Melon necrotic spot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Gammacarmovirus,[260674],['Citrullus lanatus subsp. vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,Biota,Biota,Viridiplantae,,Viridiplantae
MH231178.1,MH231178.1,1960887.0,Jasmine virus H,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Pelarspovirus,[660624],['Jasminum sambac'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,Biota,Biota,Viridiplantae,,Viridiplantae
MK301398.1,MK301398.1,11988.0,Turnip crinkle virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betacarmovirus,[4100],['Nicotiana benthamiana'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
MG967280.1,MG967280.1,2304214.0,Elderberry aureusvirus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Aureusvirus,[4202],['Sambucus nigra'],Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Biota,Biota,Viridiplantae,,Viridiplantae
KY769774.1,KY769774.1,295090.0,Olive mild mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphanecrovirus,[59166],['Valerianella locusta'],Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Biota,Biota,Viridiplantae,,Viridiplantae
KX906928.1,KX906928.1,12055.0,Tobacco necrosis virus A,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphanecrovirus,[59166],['Valerianella locusta'],Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Biota,Biota,Viridiplantae,,Viridiplantae
KP888563.1,KP888563.1,39443.0,Carnation Italian ringspot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[2039304],['Chrysanthemum zawadskii var. latilobum'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,Biota,Biota,Viridiplantae,,Viridiplantae
KC572000.1,KC572000.1,2169987.0,Barley yellow dwarf virus kerII,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[568969],['Poa cookii'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Poa,Biota,Biota,Viridiplantae,,Viridiplantae
JX879088.1,JX879088.1,11987.0,Melon necrotic spot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Gammacarmovirus,[3656],['Cucumis melo'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
JQ807998.1,JQ807998.1,77344.0,Japanese iris necrotic ring virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betacarmovirus,[34213],['Iris ensata'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,Biota,Biota,Viridiplantae,,Viridiplantae
GQ221829.1,GQ221829.1,12055.0,Tobacco necrosis virus A,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphanecrovirus,[63459],['Chenopodium quinoa'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,Biota,Biota,Viridiplantae,,Viridiplantae
DQ392986.1,DQ392986.1,53181.0,Hibiscus chlorotic ringspot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betacarmovirus,[183298],['Hibiscus rosa-sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Biota,Biota,Viridiplantae,,Viridiplantae
DQ083996.1,DQ083996.1,47669.0,Olive latent virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphanecrovirus,[4146],['Olea europaea'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001339.1,NC_001339.1,12142.0,Artichoke mottled crinkle virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[59895],['Cynara cardunculus var. scolymus'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cynara,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001600.1,NC_001600.1,31711.0,Cardamine chlorotic fleck virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betacarmovirus,"[190883, 82359, 3702]","['Iberis', 'Cardamine lilacina', 'Arabidopsis thaliana']",Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001780.1,NC_001780.1,52274.0,Saguaro cactus virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphacarmovirus,[171969],['Carnegiea gigantea'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Carnegiea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003487.1,NC_003487.1,12056.0,Tobacco necrosis virus D,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betanecrovirus,"[13306, 3885, 3659, 63459, 66262, 4097, 81866]","['Tulipa gesneriana', 'Phaseolus vulgaris', 'Cucumis sativus', 'Chenopodium quinoa', 'Chenopodium amaranticolor', 'Nicotiana tabacum', 'Nicotiana clevelandii']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003535.1,NC_003535.1,12627.0,Cowpea mottle virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Gammacarmovirus,[3917],['Vigna unguiculata'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003627.1,NC_003627.1,12138.0,Maize chlorotic mottle virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Machlomovirus,[4577],['Zea mays'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003633.1,NC_003633.1,146762.0,Oat chlorotic stunt virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Avenavirus,[4498],['Avena sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Avena,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004995.1,NC_004995.1,199361.0,Pea stem necrosis virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Gammacarmovirus,[3888],['Pisum sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007017.2,NC_007017.2,167019.0,Pelargonium line pattern virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Pelarspovirus,"[4032, 63459]","['Pelargonium zonale', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007816.2,NC_007816.2,165432.0,Cucumber leaf spot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Aureusvirus,"[3659, 81866, 4100]","['Cucumis sativus', 'Nicotiana clevelandii', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011108.1,NC_011108.1,479060.0,Cocksfoot mild mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Panicovirus,[15957],['Phleum pratense'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Phleum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011643.1,NC_011643.1,578361.0,Soybean yellow mottle mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Gammacarmovirus,[3847],['Glycine max'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Biota,Biota,Viridiplantae,,Viridiplantae
NC_015227.2,NC_015227.2,944580.0,Trailing lespedeza virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tralespevirus,[701547],['Lespedeza procumbens'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lespedeza,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021705.2,NC_021705.2,1352511.0,Thin paspalum asymptomatic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Panicovirus,[547450],['Paspalum setaceum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Paspalum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027710.2,NC_027710.2,473784.0,Opium poppy mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[3469],['Papaver somniferum'],Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Biota,Biota,Viridiplantae,,Viridiplantae
NC_029900.1,NC_029900.1,1725329.0,Potato necrosis virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphanecrovirus,[4113],['Solanum tuberosum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_031800.1,NC_031800.1,1912598.0,Cherry associated luteovirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[42229],['Prunus avium'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_032405.1,NC_032405.1,1930269.0,Bermuda grass latent virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Panicovirus,[28909],['Cynodon dactylon'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Cynodon,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040725.1,NC_040725.1,2315813.0,Yongsan tombus-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[7160],['Aedes albopictus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_055564.1,NC_055564.1,2518104.0,Patrinia mild mottle virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[300888],['Patrinia scabiosifolia'],Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Patrinia,Biota,Biota,Viridiplantae,,Viridiplantae
MW480893.1,MW480893.1,2877436.0,Fig umbra-like virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[3494],['Ficus carica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Biota,Biota,Viridiplantae,,Viridiplantae
MZ443619.1,MZ443619.1,2874419.0,Leuven Tombus-like virus 5,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[7454],['Vespula vulgaris'],Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Biota,Biota,Invertebrate,,Invertebrate
MZ443617.1,MZ443617.1,2874417.0,Leuven Tombus-like virus 3,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[7454],['Vespula vulgaris'],Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Biota,Biota,Invertebrate,,Invertebrate
MN830246.1,MN830246.1,2739778.0,Upmeje virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[59655],['Ixodes uriae'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Biota,Biota,Invertebrate,,Invertebrate
MT240793.2,MT240793.2,2802947.0,Soybean thrips tombus-like virus 5,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[436519],['Neohydatothrips variabilis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Neohydatothrips,Biota,Biota,Invertebrate,,Invertebrate
MT240790.1,MT240790.1,2802945.0,Soybean thrips tombus-like virus 3,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[436519],['Neohydatothrips variabilis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Neohydatothrips,Biota,Biota,Invertebrate,,Invertebrate
MT113180.1,MT113180.1,2804712.0,Papaya virus Q,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[3649],['Carica papaya'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Caricaceae,Carica,Biota,Biota,Viridiplantae,,Viridiplantae
MN609858.1,MN609858.1,2754854.0,Golovinomyces cichoracearum associated tombus-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[62708],['Golovinomyces cichoracearum'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Biota,Biota,Fungi,,Fungi
MN399719.1,MN399719.1,2301725.0,Red clover umbravirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[3888],['Pisum sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Biota,Biota,Viridiplantae,,Viridiplantae
JF437874.1,JF437874.1,944582.0,TGP Carmovirus 3,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[29715],['Ambrosia psilostachya'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,Biota,Biota,Viridiplantae,,Viridiplantae
MW314614.1,MW314614.1,2933730.0,Linepithema humile tombus-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[83485],['Linepithema humile'],Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,Biota,Biota,Invertebrate,,Invertebrate
ON408238.1,ON408238.1,2974073.0,Prunus mahaleb associated luteovirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[129217],['Prunus mahaleb'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
OK573479.1,OK573479.1,2908239.0,Wheat umbra-like virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
MW848525.1,MW848525.1,47736.0,Carrot mottle mimic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[4043],['Petroselinum crispum'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,Biota,Biota,Viridiplantae,,Viridiplantae
MT512573.1,MT512573.1,53181.0,Hibiscus chlorotic ringspot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betacarmovirus,[183298],['Hibiscus rosa-sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Biota,Biota,Viridiplantae,,Viridiplantae
MN627485.1,MN627485.1,2743147.0,Erysiphe necator associated umbra-like virus 3,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627458.1,MN627458.1,2743119.0,Erysiphe necator associated tombus-like virus 5,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627442.1,MN627442.1,2743116.0,Erysiphe necator associated tombus-like virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627434.1,MN627434.1,2743123.0,Erysiphe necator associated tombus-like virus 9,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN734255.1,MN734255.1,2739248.0,Ginkgo biloba tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[3311],['Ginkgo biloba'],Viridiplantae,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Biota,Biota,Viridiplantae,,Viridiplantae
MN729617.1,MN729617.1,2739248.0,Ginkgo biloba tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[3311],['Ginkgo biloba'],Viridiplantae,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Biota,Biota,Viridiplantae,,Viridiplantae
MN728811.1,MN728811.1,2739382.0,Bidens pilosa tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[42337],['Bidens pilosa'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Biota,Biota,Viridiplantae,,Viridiplantae
MN723593.1,MN723593.1,2739378.0,Kummerowia striata tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[466223],['Kummerowia striata'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Kummerowia,Biota,Biota,Viridiplantae,,Viridiplantae
MN735451.1,MN735451.1,2740140.0,Forsythia suspensa tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[126418],['Forsythia suspensa'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Forsythia,Biota,Biota,Viridiplantae,,Viridiplantae
MG182693.1,MG182693.1,473784.0,Opium poppy mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[3469],['Papaver somniferum'],Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Biota,Biota,Viridiplantae,,Viridiplantae
MF991300.1,MF991300.1,2293881.0,Jasmine mosaic-associated virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Pelarspovirus,[126534],['Jasminum laurifolium f. nitidum'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,Biota,Biota,Viridiplantae,,Viridiplantae
