,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
MW756210.1,MW756210.1,2845206.0,Johnsongrass virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[4560],['Sorghum halepense'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,Biota,Biota,Viridiplantae,,Viridiplantae
OM128435.1,OM128435.1,37124.0,Chikungunya virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
MW788773.1,MW788773.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788771.1,MW788771.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788769.1,MW788769.1,2809189.0,Betaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788768.1,MW788768.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788767.1,MW788767.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788765.1,MW788765.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788764.1,MW788764.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788763.1,MW788763.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788762.1,MW788762.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788761.1,MW788761.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788759.1,MW788759.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788758.1,MW788758.1,2809189.0,Betaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788757.1,MW788757.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788755.1,MW788755.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788754.1,MW788754.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW788753.1,MW788753.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MW815618.1,MW815618.1,12305.0,Cucumber mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[4072],['Capsicum annuum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Biota,Biota,Viridiplantae,,Viridiplantae
MW815616.1,MW815616.1,1711684.0,Hot pepper alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[4072],['Capsicum annuum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Biota,Biota,Viridiplantae,,Viridiplantae
OK573480.1,OK573480.1,2908237.0,Wheat associated tobamo-like virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
OK539813.1,OK539813.1,2904963.0,Pirahy virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[704162],['Trichoprosopon'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Trichoprosopon,Biota,Biota,Invertebrate,,Invertebrate
MW260492.1,MW260492.1,81931.0,Sweet potato chlorotic stunt virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
MW260425.1,MW260425.1,81931.0,Sweet potato chlorotic stunt virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4119],['Ipomoea'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
MW260422.1,MW260422.1,81931.0,Sweet potato chlorotic stunt virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
MZ443591.1,MZ443591.1,2874444.0,Leuven Virga-like virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[7454],['Vespula vulgaris'],Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Biota,Biota,Invertebrate,,Invertebrate
MZ044288.1,MZ044288.1,2874024.0,Phomopsis vexans endornavirus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[1303515],['Phomopsis vexans'],Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Biota,Biota,Fungi,,Fungi
MN839443.1,MN839443.1,2746643.0,Botrytis cinerea endornavirus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
MZ514136.1,MZ514136.1,2851919.0,Plantago ovata alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[185002],['Plantago ovata'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Biota,Biota,Viridiplantae,,Viridiplantae
MW961157.1,MW961157.1,28355.0,Peanut clump virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pecluvirus,[3818],['Arachis hypogaea'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Biota,Biota,Viridiplantae,,Viridiplantae
MW961156.1,MW961156.1,28355.0,Peanut clump virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pecluvirus,[3818],['Arachis hypogaea'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Biota,Biota,Viridiplantae,,Viridiplantae
MW741881.1,MW741881.1,2863682.0,Mulberry crinivirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[3498],['Morus alba'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,Biota,Biota,Viridiplantae,,Viridiplantae
MW080948.1,MW080948.1,12315.0,Tomato aspermy virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
MN630183.1,MN630183.1,2744815.0,Erysiphe necator associated virga-like virus 14,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN630180.1,MN630180.1,2744810.0,Erysiphe necator associated bluner-like virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Blunervirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN630179.1,MN630179.1,2744813.0,Erysiphe necator associated tobamo-like virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MT773595.1,MT773595.1,2843332.0,Manihot esculenta associated ampelovirus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[3983],['Manihot esculenta'],Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Biota,Biota,Viridiplantae,,Viridiplantae
MT773593.1,MT773593.1,2843332.0,Manihot esculenta associated ampelovirus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[3983],['Manihot esculenta'],Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Biota,Biota,Viridiplantae,,Viridiplantae
MT773589.1,MT773589.1,2843331.0,Manihot esculenta associated ampelovirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[3983],['Manihot esculenta'],Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Biota,Biota,Viridiplantae,,Viridiplantae
MW256702.1,MW256702.1,2840003.0,Bemisia tabaci bromo-like virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MW256701.1,MW256701.1,2840002.0,Bemisia tabaci bromo-like virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MW256700.1,MW256700.1,2840001.0,Bemisia tabaci bromo-like virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MW256665.1,MW256665.1,2840184.0,Bemisia tabaci virga-like virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[7038],['Bemisia tabaci'],Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Biota,Biota,Invertebrate,,Invertebrate
MT682306.1,MT682306.1,12317.0,Tobacco streak virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[4232],['Helianthus annuus'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Biota,Biota,Viridiplantae,,Viridiplantae
MW161430.1,MW161430.1,37124.0,Chikungunya virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
MW676127.1,MW676127.1,12321.0,Alfalfa mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Alfamovirus,[3879],['Medicago sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Biota,Biota,Viridiplantae,,Viridiplantae
MT893739.1,MT893739.1,12317.0,Tobacco streak virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3483],['Cannabis sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,Biota,Biota,Viridiplantae,,Viridiplantae
MT240784.1,MT240784.1,2802949.0,Soybean thrips virga-like virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[436519],['Neohydatothrips variabilis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Neohydatothrips,Biota,Biota,Invertebrate,,Invertebrate
MT062438.1,MT062438.1,2741651.0,Macrophomina phaseolina tobamo-like virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[35725],['Macrophomina phaseolina'],Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Biota,Biota,Fungi,,Fungi
MT062434.1,MT062434.1,2741660.0,Macrophomina phaseolina ilar-like virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[35725],['Macrophomina phaseolina'],Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Biota,Biota,Fungi,,Fungi
MT062426.1,MT062426.1,2741640.0,Macrophomina phaseolina endornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[35725],['Macrophomina phaseolina'],Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Biota,Biota,Fungi,,Fungi
MN714667.1,MN714667.1,2767208.0,Frankliniella occidentalis associated virga-like virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[133901],['Frankliniella occidentalis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Frankliniella,Biota,Biota,Invertebrate,,Invertebrate
MN253485.1,MN253485.1,2800953.0,Peony associated anulavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Anulavirus,[13625],['Paeonia'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,Biota,Biota,Viridiplantae,,Viridiplantae
MT757491.1,MT757491.1,2789617.0,Shenzhen toga-like virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Unclassified,[6956],['Dermatophagoides pteronyssinus'],Metazoa,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Dermatophagoides,Biota,Biota,Invertebrate,,Invertebrate
MT334620.1,MT334620.1,2794236.0,Pistachio virus X,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Unclassified,[55513],['Pistacia vera'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,Biota,Biota,Viridiplantae,,Viridiplantae
MN744727.1,MN744727.1,2778983.0,Lentinula edodes tobamo-like virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[5353],['Lentinula edodes'],Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Biota,Biota,Fungi,,Fungi
MT602528.1,MT602528.1,12317.0,Tobacco streak virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3847],['Glycine max'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Biota,Biota,Viridiplantae,,Viridiplantae
MN738551.1,MN738551.1,2768767.0,Ceratobasidium endornavirus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[5251],['Ceratobasidium'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
MN609856.1,MN609856.1,2754865.0,Leveillula taurica associated virga-like virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[62718],['Leveillula taurica'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Leveillula,Biota,Biota,Fungi,,Fungi
MN119303.1,MN119303.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
MK286896.1,MK286896.1,37124.0,Chikungunya virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
MK189194.1,MK189194.1,2601607.0,Botryosphaeria dothidea tobamo-like virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[55169],['Botryosphaeria dothidea'],Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Biota,Biota,Fungi,,Fungi
MN015676.1,MN015676.1,2683936.0,Alphaendornavirus sp.,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[94286],['Platycodon grandiflorus'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Platycodon,Biota,Biota,Viridiplantae,,Viridiplantae
MK393904.1,MK393904.1,2599612.0,Rhizoctonia solani endornavirus 6,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
MK393903.1,MK393903.1,2599611.0,Rhizoctonia solani endornavirus 5,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
MK393902.1,MK393902.1,2599610.0,Rhizoctonia solani endornavirus 4,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
MK045248.1,MK045248.1,11034.0,Sindbis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[667558],['Coquillettidia fuscopennata'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Biota,Biota,Invertebrate,,Invertebrate
KY451034.1,KY451034.1,2057938.0,Arracacha latent virus C,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Unclassified,[264540],['Arracacia xanthorrhiza'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Arracacia,Biota,Biota,Viridiplantae,,Viridiplantae
MH766493.1,MH766493.1,2490822.0,Sclerotium rolfsii endornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[39291],['Athelia rolfsii'],Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,Biota,Biota,Fungi,,Fungi
MH766490.1,MH766490.1,2490820.0,Sclerotium rolfsii alphavirus-like virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[39291],['Athelia rolfsii'],Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,Biota,Biota,Fungi,,Fungi
MH766488.1,MH766488.1,2490819.0,Sclerotium rolfsii alphavirus-like virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[39291],['Athelia rolfsii'],Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,Biota,Biota,Fungi,,Fungi
KY026196.1,KY026196.1,59301.0,Mayaro virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
MH567344.1,MH567344.1,12305.0,Cucumber mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
KY420046.1,KY420046.1,2052571.0,Podosphaera prunicola tobamo-like virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[1912764],['Podosphaera prunicola'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Biota,Biota,Fungi,,Fungi
KY704947.1,KY704947.1,37124.0,Chikungunya virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
KX683424.1,KX683424.1,2010222.0,Piper chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[13215],['Piper'],Viridiplantae,Streptophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Biota,Biota,Viridiplantae,,Viridiplantae
KU594507.2,KU594507.2,1391702.0,Tomato mottle mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
KX883817.1,KX883817.1,12305.0,Cucumber mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[54976],['Viviparidae'],Metazoa,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
FJ473383.1,FJ473383.1,394187.0,Fig leaf mottle-associated virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[3494],['Ficus carica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Biota,Biota,Viridiplantae,,Viridiplantae
KP900897.2,KP900897.2,1708380.0,Macrophomina phaseolina tobamo-like virus 1a,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[35725],['Macrophomina phaseolina'],Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Biota,Biota,Fungi,,Fungi
KR857362.1,KR857362.1,37128.0,Potato mop-top virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[4113],['Solanum tuberosum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
KP256522.1,KP256522.1,12317.0,Tobacco streak virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3847],['Glycine max'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Biota,Biota,Viridiplantae,,Viridiplantae
JX644171.1,JX644171.1,59302.0,Ndumu virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[7157],['Culicidae'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
